Herodias,2.597,0.1153,65.945,258.84,110.07,546
Praxedis,2.775,0.2353,52.462,141.85,196.52,547
Senta,2.588,0.2229,37.434,131.13,45.12,550
Ortrud,2.967,0.1185,81.113,329.65,70.47,551
Sigelinde,3.147,0.0900,88.697,149.61,346.41,552
Peraga,2.375,0.1519,95.87,33.90,127.69,554
Norma,3.181,0.1546,31.040,255.88,0.56,555
Phyllis,2.464,0.1043,36.279,90.15,177.85,556
Carmen,2.912,0.0395,54.811,254.21,311.77,558
Nanon,2.711,0.0651,79.82,10.36,128.97,559
Delila,2.755,0.1578,35.334,258.36,4.74,560
Ingwelde,3.169,0.1221,31.562,312.48,318.31,561
Salome,3.018,0.1022,32.651,329.92,263.61,562
Suleika,2.711,0.2364,53.29,185.78,336.80,563
Dudu,2.747,0.2769,52.010,179.99,214.92,564
Marbachia,2.442,0.1311,27.332,268.36,292.37,565
Stereoskopia,3.379,0.1202,167.381,133.61,299.75,566
Eleutheria,3.133,0.0896,93.41,56.10,133.67,567
Cheruskia,2.88,0.1686,71.224,207.59,173.93,568
Misa,2.658,0.1806,72.95,227.34,142.51,569
Kythera,3.42,0.1188,87.486,70.70,161.68,570
Rebekka,2.401,0.1564,28.903,82.85,192.11,572
Recha,3.014,0.1101,47.582,71.67,29.70,573
Emanuela,2.99,0.1919,74.378,208.94,27.23,576
Rhea,3.11,0.1548,38.234,105.47,329.85,577
Happelia,2.752,0.1921,69.29,272.38,261.46,578
Sidonia,3.014,0.0773,85.57,177.99,228.85,579
Selene,3.228,0.0872,48.204,20.59,338.65,580
Tauntonia,3.213,0.0343,61.481,10.44,25.26,581
Olympia,2.61,0.2219,44.347,195.17,310.24,582
Klotilde,3.171,0.1600,78.236,77.96,252.03,583
Semiramis,2.374,0.2340,54.01,345.27,85.29,584
Bilkis,2.432,0.1281,49.761,219.65,329.83,585
Thekla,3.04,0.0642,95.203,327.48,253.25,586
Achilles,5.209,0.1480,130.099,321.40,133.50,588
Croatia,3.136,0.0400,93.617,81.81,228.11,589
Tomyris,2.997,0.0804,30.577,187.28,338.67,590
Irmgard,2.684,0.2068,51.86,131.79,217.90,591
Bathseba,3.023,0.1338,43.787,106.90,257.50,592
Titania,2.698,0.2170,70.145,91.27,30.91,593
Polyxena,3.206,0.0638,90.647,337.44,280.00,595
Scheila,2.929,0.1626,159.726,335.51,175.50,596
Bandusia,2.671,0.1444,36.06,69.43,307.06,597
Octavia,2.76,0.2509,78.237,233.21,292.12,598
Luisa,2.772,0.2926,70.249,298.82,294.38,599
Musa,2.66,0.0554,25.115,243.62,113.04,600
Nerthus,3.133,0.1043,75.535,259.90,160.47,601
Marianna,3.082,0.2511,110.444,239.80,45.82,602
Tekmessa,3.154,0.1929,64.536,344.47,28.55,604
Juvisia,3.002,0.1365,69.86,111.95,15.22,605
Brangane,2.586,0.2210,35.758,248.17,58.39,606
Jenny,2.857,0.0748,67.520,123.52,292.18,607
Fulvia,3.086,0.0393,54.17,182.78,108.86,609
Valeria,2.979,0.1231,57.468,95.56,256.60,611
Veronika,3.154,0.2592,38.767,254.26,122.51,612
Ginevra,2.919,0.0561,81.344,6.37,65.68,613
Pia,2.693,0.1082,29.191,352.02,209.82,614
Roswitha,2.631,0.1107,48.626,119.72,247.01,615
Patroclus,5.211,0.1397,140.362,286.55,308.08,617
Elfriede,3.191,0.0695,131.292,126.38,229.72,618
Triberga,2.521,0.0757,29.051,321.97,178.02,619
Werdandi,3.125,0.1363,29.726,291.28,36.47,621
Chimaera,2.461,0.1111,44.09,336.34,124.64,623
Hektor,5.267,0.0226,225,254.22,181.56,624
Xenia,2.644,0.2282,28.287,72.37,200.44,625
Notburga,2.574,0.2418,73.236,34.86,43.42,626
Charis,2.9,0.0586,38.018,277.05,177.80,627
Christine,2.581,0.0437,48.239,82.62,205.12,628
Bernardina,3.13,0.1598,35.087,283.85,38.22,629
Philippina,2.791,0.0839,50.491,278.45,279.45,631
Zelima,3.019,0.0841,33.387,228.53,190.40,633
Ute,3.05,0.1813,74.017,106.72,220.79,634
Vundtia,3.143,0.0782,94.415,70.20,228.19,635
Erika,2.913,0.1694,73.147,218.15,298.70,636
Moira,2.734,0.1610,59.594,130.20,128.77,638
Latona,3.015,0.1076,78.509,269.88,70.86,639
Brambilla,3.159,0.0792,62.667,188.80,29.36,640
Clara,3.184,0.1277,33.36,290.47,120.87,642
Scheherezade,3.359,0.0567,64.997,123.71,229.51,643
Agrippina,3.215,0.1393,28.916,300.32,88.44,645
Pippa,3.194,0.2022,68.27,308.48,180.75,648
Antikleia,3.021,0.1014,31.895,268.81,354.09,651
Berenike,3.017,0.0426,49.793,167.34,60.68,653
Zelinda,2.298,0.2308,160.736,257.52,214.48,654
Briseis,2.989,0.0836,29.057,26.64,281.40,655
Beagle,3.148,0.1331,62.604,88.38,330.49,656
Gunlod,2.611,0.1134,39.401,314.71,244.75,657
Nestor,5.166,0.1172,112.320,64.97,343.85,659
Crescentia,2.534,0.1074,42.302,314.44,105.93,660
Cloelia,3.013,0.0378,40.081,262.16,183.97,661
Gerlinde,3.074,0.1452,107.795,141.28,312.33,663
Judith,3.194,0.2309,85.214,12.83,102.53,664
Sabine,3.141,0.1725,51.09,144.41,318.22,665
Desdemona,2.594,0.2366,32.741,15.09,173.88,666
Denise,3.183,0.1898,88.630,193.29,305.51,667
Kypria,3.012,0.0759,29.227,293.23,116.30,669
Ottegebe,2.803,0.1924,35.886,34.37,194.76,670
Carnegia,3.093,0.0659,60.604,213.01,89.99,671
Astarte,2.555,0.1342,35.584,321.20,309.15,672
Edda,2.817,0.0087,37.622,249.28,243.51,673
Rachele,2.921,0.1950,96.171,182.65,41.65,674
Ludmilla,2.768,0.2043,76,166.44,152.63,675
Melitta,3.064,0.1220,78.369,216.74,184.90,676
Aaltje,2.955,0.0497,32.403,18.53,275.33,677
Fredegundis,2.572,0.2200,39.585,190.40,121.20,678
Pax,2.588,0.3095,63.909,146.83,267.01,679
Genoveva,3.144,0.2949,83.92,16.74,245.95,680
Lanzia,3.114,0.0582,83.04,280.24,281.01,683
Gersuind,2.589,0.2685,55.258,348.96,89.15,686
Melanie,2.698,0.1389,41.614,153.98,139.11,688
Wratislavia,3.149,0.1769,134.65,46.91,114.34,690
Lehigh,3.01,0.1237,79.451,206.86,304.25,691
Hippodamia,3.384,0.1686,42.771,104.26,53.78,692
Zerbinetta,2.943,0.0307,82.114,175.58,284.50,693
Ekard,2.67,0.3230,121.891,291.91,111.88,694
Bella,2.539,0.1604,40.620,310.46,80.00,695
Leonora,3.174,0.2498,81.580,297.57,103.51,696
Galilea,2.882,0.1541,80.14,106.00,333.08,697
Ernestina,2.868,0.1110,27.037,31.94,98.44,698
Oriola,3.012,0.0372,42.943,190.87,325.74,701
Alauda,3.195,0.0165,190.980,224.15,353.26,702
Interamnia,3.056,0.1555,306.313,285.27,94.80,704
Erminia,2.924,0.0508,132.261,22.16,102.40,705
Hirundo,2.728,0.1950,30.819,255.61,31.17,706
Fringilla,2.915,0.1132,95.173,250.52,19.49,709
Gertrud,3.132,0.1322,29.208,298.81,99.64,710
Boliviana,2.576,0.1852,124.125,336.28,181.39,712
Luscinia,3.399,0.1554,97.968,87.16,138.39,713
Ulula,2.536,0.0555,41.343,256.68,232.19,714
Transvaalia,2.767,0.0836,25.458,258.86,301.28,715
Wisibada,3.137,0.2640,27.656,257.17,24.46,717
Erida,3.056,0.1983,70.911,13.74,174.57,718
Bohlinia,2.888,0.0185,33.73,39.79,110.93,720
Tabora,3.553,0.1175,86.309,153.63,352.58,721
Joella,2.565,0.2856,44.02,323.00,113.23,726
Nipponia,2.567,0.1042,32.17,330.83,274.21,727
Watsonia,2.76,0.0969,50.025,293.98,87.51,729
Sorga,2.986,0.1417,34.597,315.50,288.76,731
Tjilaki,2.456,0.0449,29.791,154.00,64.26,732
Mocia,3.4,0.0583,98.493,13.75,189.29,733
Benda,3.146,0.1004,67.318,158.06,65.94,734
Marghanna,2.731,0.3209,67.976,117.76,309.87,735
Arequipa,2.591,0.2448,47.804,137.95,134.21,737
Alagasta,3.044,0.0537,62.79,154.84,45.83,738
Mandeville,2.738,0.1435,104.517,352.48,44.99,739
Cantabia,3.055,0.1085,90.90,142.67,48.76,740
Botolphia,2.718,0.0698,29.64,89.29,61.53,741
Edisona,3.012,0.1154,47.087,82.99,283.61,742
Eugenisis,2.792,0.0600,51.072,211.48,186.25,743
Aguntina,3.17,0.1166,58.636,76.18,28.64,744
Marlu,3.112,0.2365,74.274,167.97,306.97,746
Winchester,3.001,0.3394,171.71,76.28,277.45,747
Simeisa,3.951,0.1889,103.714,39.53,177.68,748
Faina,2.551,0.1511,113.699,78.31,302.51,751
Sulamitis,2.462,0.0747,60.171,147.73,23.17,752
Malabar,2.987,0.0505,94.522,347.70,303.15,754
Quintilla,3.179,0.1368,41.210,38.29,44.08,755
Lilliana,3.197,0.1479,64.837,267.17,4.32,756
Portlandia,2.374,0.1082,32.894,313.10,43.81,757
Mancunia,3.189,0.1502,88.985,247.92,314.29,758
Vinifera,2.619,0.2053,52.926,218.86,1.06,759
Massinga,3.147,0.2336,71.29,282.92,200.43,760
Pulcova,3.154,0.1067,147.343,341.41,188.78,762
Gedania,3.192,0.0926,58.28,344.25,158.51,764
Moguntia,3.018,0.0969,41.044,171.21,70.77,766
Bondia,3.12,0.1828,43.039,244.19,269.23,767
Struveana,3.138,0.2134,32.597,133.90,16.64,768
Tatjana,3.167,0.1871,96.720,81.01,253.32,769
Libera,2.652,0.2470,29.322,3.29,228.58,771
Tanete,2.998,0.0944,126.473,183.23,145.94,772
Irmintraud,2.859,0.0786,91.672,267.04,332.89,773
Armor,3.05,0.1667,50.214,250.82,28.64,774
Lumiere,3.018,0.0670,31.958,250.08,169.12,775
Berbericia,2.929,0.1658,151.711,269.02,306.76,776
Gutemberga,3.221,0.1146,71.749,180.97,264.54,777
Theobalda,3.179,0.2559,55.317,10.91,135.04,778
Nina,2.664,0.2273,80.572,77.61,49.00,779
Armenia,3.118,0.0980,126.263,347.06,212.51,780
Kartvelia,3.222,0.1191,72.927,44.21,155.62,781
Nora,2.342,0.2296,38.719,301.71,154.81,783
Pickeringia,3.098,0.2416,75.596,205.89,238.05,784
Zwetana,2.569,0.2098,49.460,27.06,131.43,785
Bredichina,3.175,0.1594,108.309,11.93,133.70,786
Moskva,2.539,0.1298,27.927,146.29,125.78,787
Hohensteina,3.121,0.1356,111.295,170.01,47.83,788
Pretoria,3.413,0.1541,170.37,40.28,38.61,790
Ani,3.124,0.1928,116.865,139.98,201.70,791
Metcalfia,2.622,0.1315,61.804,59.52,227.36,792
Arizona,2.795,0.1241,26.636,71.01,308.20,793
Irenaea,3.129,0.2961,35.703,138.00,131.35,794
Fini,2.75,0.1020,85.263,336.49,190.02,795
Sarita,2.635,0.3201,43.580,42.21,329.48,796
Ruth,3.014,0.0352,43.19,341.10,44.40,798
Gudula,2.541,0.0229,47.185,260.37,236.46,799
Helwerthia,2.606,0.0767,32.404,156.26,335.45,801
Picka,3.196,0.0639,46.50,83.74,57.13,803
Hispania,2.837,0.1411,137.952,329.76,344.74,804
Hormuthia,3.193,0.1866,73.095,118.62,131.81,805
Gyldenia,3.205,0.0805,83.103,227.22,121.45,806
Merxia,2.745,0.1292,30.923,84.07,274.63,808
Tauris,3.159,0.3056,102.229,352.84,296.27,814
Juliana,3.002,0.1082,50.745,123.12,20.84,816
Kapteynia,3.17,0.0908,64.255,29.14,291.52,818
Adriana,3.129,0.0505,58.65,278.79,194.71,820
Fanny,2.773,0.2116,28.856,278.51,32.86,821
Anastasia,2.792,0.1373,32.457,148.18,141.44,824
Lindemannia,3.193,0.0277,47.891,236.28,295.83,828
Academia,2.581,0.0986,42.685,107.93,42.30,829
Petropolitana,3.211,0.0656,41.328,40.17,91.00,830
Burnhamia,3.183,0.2009,61.278,311.58,91.48,834
Olivia,3.221,0.0880,30.418,103.89,67.36,835
Seraphina,2.9,0.1311,58.095,134.77,117.37,838
Zenobia,3.132,0.1026,27.306,69.65,9.55,840
Kerstin,3.238,0.1165,43.576,91.70,352.81,842
Leontina,3.204,0.0695,42.154,194.88,353.61,844
Naema,2.94,0.0700,52.677,24.50,293.22,845
Lipperta,3.131,0.1754,52.41,23.19,130.04,846
Inna,3.112,0.1627,33.027,164.07,125.66,848
Ara,3.146,0.2012,80.756,69.50,63.04,849
Altona,3.004,0.1270,80.90,72.19,135.16,850
Wladilena,2.362,0.2744,26.541,330.34,282.39,852
Nansenia,2.312,0.1050,27.593,357.52,59.82,853
Backlunda,2.435,0.1193,45.449,293.63,72.76,856
Bouzareah,3.226,0.1099,65.417,57.92,21.86,859
Ursina,2.795,0.1072,34.561,308.87,21.94,860
Aida,3.139,0.1005,66.85,120.63,192.31,861
Franzia,2.802,0.0827,27.033,180.14,120.69,862
Benkoela,3.2,0.0283,38.724,34.92,97.80,863
Fatme,3.126,0.0525,78.061,140.83,263.95,866
Lova,2.704,0.1464,50.692,357.36,286.68,868
Holda,2.732,0.0785,34.431,83.90,18.48,872
Mechthild,2.627,0.1490,34.471,187.38,109.83,873
Rotraut,3.154,0.0796,58.287,277.89,9.04,874
Walkure,2.487,0.1592,38.41,13.63,275.66,877
Herba,2.999,0.3235,32.329,1.23,100.79,880
Swetlana,3.122,0.2675,42.440,258.89,126.46,882
Priamus,5.191,0.1247,101.093,14.54,335.88,884
Ulrike,3.095,0.1839,30.537,66.85,203.89,885
Washingtonia,3.169,0.2710,86.793,206.47,302.23,886
Parysatis,2.709,0.1947,44.749,147.01,298.02,888
Waltraut,3.021,0.0599,28.376,192.44,87.75,890
Gunhild,2.859,0.0265,55.747,353.18,293.82,891
Seeligeria,3.228,0.1046,74.481,64.81,286.12,892
Leopoldina,3.051,0.1464,85.992,42.74,222.49,893
Erda,3.119,0.1104,28.309,257.22,116.61,894
Helio,3.203,0.1442,109.568,225.88,177.56,895
Jokaste,2.905,0.2017,31.018,268.01,127.52,899
Nealley,3.237,0.0459,58.065,209.01,233.98,903
Rockefellia,2.995,0.0852,49.146,290.41,253.40,904
Repsolda,2.893,0.0860,65.752,42.13,293.51,906
Rhoda,2.799,0.1633,82.660,309.71,88.52,907
Buda,2.472,0.1479,30.749,149.68,23.36,908
Ulla,3.542,0.0912,116.44,269.23,232.51,909
Anneliese,2.925,0.1555,48.590,99.45,208.14,910
Agamemnon,5.28,0.0672,131.038,349.86,81.04,911
Maritima,3.129,0.1788,82.675,275.42,91.15,912
Palisana,2.458,0.2144,76.190,222.88,49.05,914
America,2.365,0.2366,33.23,68.03,41.57,916
Lyka,2.381,0.2011,34.878,342.91,359.88,917
Ilsebill,2.773,0.0838,33.500,142.72,156.24,919
Rogeria,2.622,0.1046,26.656,300.25,270.17,920
Jovita,3.17,0.1855,55.312,76.24,70.60,921
Herluga,2.616,0.1944,34.553,48.09,201.36,923
Toni,2.94,0.1533,85.49,113.07,220.17,924
Alphonsina,2.7,0.0808,57.505,335.04,201.77,925
Imhilde,2.981,0.1824,48.48,212.40,173.63,926
Ratisbona,3.221,0.0911,75.892,189.07,172.32,927
Hildrun,3.134,0.1478,62.817,115.93,21.83,928
Westphalia,2.432,0.1429,34.922,188.22,330.14,930
Whittemora,3.17,0.2331,45.298,85.34,315.44,931
Hooveria,2.42,0.0910,58.978,128.58,49.97,932
Thuringia,2.749,0.2159,53.714,43.50,64.28,934
Kunigunde,3.132,0.1757,43.227,115.41,253.59,936
Chlosinde,3.151,0.1958,33.466,12.08,225.34,938
Kordula,3.368,0.1700,79.852,136.80,283.76,940
Romilda,3.162,0.1659,36.772,3.02,319.50,942
Begonia,3.117,0.2135,70.572,58.12,4.01,943
Hidalgo,5.731,0.6609,38.,84.94,56.54,944
Barcelona,2.639,0.1610,25.618,215.92,162.15,945
Poesia,3.116,0.1433,36.210,137.88,37.67,946
Monterosa,2.754,0.2472,26.060,131.44,339.25,947
Hel,3.01,0.1938,63.494,110.97,250.19,949
Caia,2.992,0.2440,88.692,142.18,356.59,952
Li,3.132,0.1745,58.771,30.93,150.97,954
Camelia,2.919,0.0813,91.548,316.28,226.01,957
Asplinda,3.988,0.1838,45.112,227.62,92.67,958
Arne,3.176,0.2219,45.176,191.37,333.54,959
Gunnie,2.692,0.0913,36.571,315.38,285.61,961
Angelica,3.165,0.2784,60.857,268.10,46.98,965
Muschi,2.719,0.1305,25.509,295.82,178.01,966
Alsatia,2.64,0.1629,60.867,93.80,6.48,971
Cohnia,3.056,0.2359,77.827,303.57,93.50,972
Aralia,3.21,0.1124,51.609,166.74,87.53,973
Lioba,2.533,0.1097,25.001,34.74,301.98,974
Benjamina,3.203,0.1057,83.195,145.67,321.01,976
Philippa,3.116,0.0256,65.471,103.91,71.56,977
Aidamina,3.203,0.2314,92.105,69.52,132.57,978
Ilsewa,3.157,0.1384,35.741,228.65,115.59,979
Anacostia,2.74,0.2026,74.679,32.74,69.61,980
Martina,3.095,0.2021,32.545,58.16,297.82,981
Franklina,3.067,0.2340,33.227,145.52,350.89,982
Gunila,3.161,0.0914,73.87,314.51,348.49,983
Gretia,2.804,0.1956,32.449,41.72,55.03,984
Amelia,3.133,0.2035,48.677,317.64,265.44,986
Wallia,3.137,0.2370,52.651,316.58,16.25,987
McDonalda,3.14,0.1597,38.556,345.47,254.76,991
Swasey,3.033,0.0865,27.585,144.62,347.84,992
Hilaritas,3.088,0.1396,29.128,97.44,146.65,996
Bodea,3.116,0.2140,31.761,268.43,72.09,998
Piazzia,3.168,0.2583,47.78,162.91,280.59,1000
Gaussia,3.209,0.1221,72.711,31.51,145.70,1001
Lilofee,3.139,0.1599,33.678,135.17,316.88,1003
Belopolskya,3.399,0.0889,71.60,245.58,214.83,1004
Arago,3.167,0.1190,61.132,126.31,60.65,1005
Lagrangea,3.141,0.3582,35.310,206.24,86.21,1006
"La Paz",3.092,0.0732,41.061,0.31,15.37,1008
Marlene,2.93,0.1046,46.876,220.23,279.68,1010
Tombecka,2.683,0.2092,34.613,94.24,99.63,1013
Christa,3.207,0.0884,82.350,112.38,286.67,1015
Jacqueline,2.605,0.0778,40.152,73.52,68.10,1017
Flammario,2.739,0.2849,100.765,316.02,286.60,1021
Olympiada,2.806,0.1737,34.297,304.17,124.74,1022
Thomana,3.169,0.0963,58.27,25.15,195.52,1023
Hale,2.869,0.2215,43.274,97.55,308.00,1024
Aesculapia,3.152,0.1288,31.225,78.74,131.91,1027
Lydina,3.405,0.1053,88.526,206.98,24.11,1028
Vitja,3.121,0.1227,59.717,290.37,5.44,1030
Arctica,3.047,0.0589,75.400,213.22,310.03,1031
Pafuri,3.13,0.1417,65.658,206.90,189.02,1032
Amata,3.154,0.1897,56.063,198.39,324.89,1035
Ganymed,2.666,0.5331,37.675,140.65,132.43,1036
Tuckia,3.982,0.2218,58.3,179.19,305.04,1038
Sonneberga,2.68,0.0610,33.853,281.71,326.52,1039
Asta,3.073,0.1449,60.571,136.23,344.14,1041
Amazone,3.236,0.0878,63.920,129.71,298.53,1042
Beate,3.094,0.0384,31.986,181.83,157.77,1043
Edwin,2.985,0.0606,29.084,320.65,48.71,1046
Feodosia,2.732,0.1800,62.218,24.95,183.61,1048
Gotho,3.092,0.1372,56.296,225.03,41.03,1049
Merope,3.213,0.1005,60.439,264.46,153.36,1051
Forsytia,2.923,0.1342,47.780,118.86,295.72,1054
Wanda,2.894,0.2472,44.657,183.73,114.76,1057
Mussorgskia,2.642,0.1877,25.227,178.36,87.93,1059
Ljuba,3.006,0.0705,58.031,124.42,100.58,1062
Planckia,3.129,0.1096,35.657,2.03,31.30,1069
Tunica,3.234,0.0800,39.131,169.95,190.77,1070
Brita,2.801,0.1105,60.862,34.41,29.17,1071
Malva,3.17,0.2392,53.675,275.91,25.60,1072
Gellivara,3.186,0.1876,25.992,164.68,289.69,1073
Beljawskya,3.15,0.1801,49.189,153.60,22.54,1074
Helina,3.014,0.1097,26.198,97.86,250.67,1075
Reseda,3.096,0.1483,37.810,94.76,9.26,1081
Pirola,3.121,0.1801,42.607,57.51,186.41,1082
Tamariwa,2.687,0.1326,26.476,120.83,109.34,1084
Amaryllis,3.185,0.0418,69.281,315.60,129.52,1085
Nata,3.161,0.0537,66.27,158.08,157.52,1086
Arabis,3.018,0.0901,37.498,314.60,25.46,1087
Spiraea,3.416,0.0701,35.178,359.35,12.48,1091
Lilium,2.899,0.0848,40.276,161.50,314.99,1092
Freda,3.13,0.2710,116.73,100.80,251.20,1093
Tulipa,3.024,0.0207,27.875,121.62,342.61,1095
Reunerta,2.6,0.1941,42.333,81.47,247.65,1096
Hakone,2.688,0.1161,26.684,11.05,81.18,1098
Clematis,3.23,0.0788,33.765,64.61,105.71,1101
Pepita,3.07,0.1108,36.632,200.02,117.54,1102
Fragaria,3.012,0.1065,38.206,16.13,223.64,1105
Lictoria,3.184,0.1231,79.079,195.82,350.97,1107
Demeter,2.428,0.2569,25.285,144.52,78.07,1108
Tata,3.224,0.0983,61.817,334.23,0.16,1109
Polonia,3.017,0.1081,39.661,230.01,87.07,1112
Katja,3.122,0.1367,44.792,269.41,118.78,1113
Lorraine,3.095,0.0716,75.631,64.22,207.58,1114
Sabauda,3.099,0.1737,75.907,348.06,56.68,1115
Catriona,2.929,0.2245,38.741,303.08,83.10,1116
Hanskya,3.214,0.0436,70.954,218.47,337.04,1118
Euboea,2.612,0.1551,29.443,204.44,229.93,1119
China,3.126,0.2176,26.084,140.49,10.39,1125
Mimi,2.594,0.2651,46.006,138.79,282.70,1127
Astrid,2.788,0.0445,41.851,226.99,234.40,1128
Neujmina,3.022,0.0838,34.576,145.18,139.66,1129
Hollandia,2.687,0.2755,27.235,18.26,270.69,1132
Colchis,2.666,0.1144,50.592,90.65,3.33,1135
Mercedes,2.567,0.2537,25.296,194.73,148.73,1136
Crimea,2.772,0.1103,29.179,45.99,310.07,1140
Odysseus,5.241,0.0917,114.624,298.57,237.02,1143
Oda,3.764,0.0834,56.337,350.99,217.29,1144
Biarmia,3.043,0.2555,32.925,121.59,63.64,1146
Rarahu,3.019,0.1085,27.512,218.13,175.77,1148
Volga,2.898,0.0963,52.377,218.19,116.41,1149
Astronomia,3.393,0.0709,55.715,273.55,205.02,1154
Arabia,3.181,0.1442,29.113,114.80,312.38,1157
Granada,2.379,0.0589,28.641,105.66,312.44,1159
Larissa,3.925,0.1056,40.379,160.28,206.78,1162
Saga,3.219,0.0425,32.429,147.38,200.73,1163
Imprinetta,3.127,0.2114,53.187,147.54,96.68,1165
Sakuntala,2.536,0.2087,26.011,208.11,189.85,1166
Dubiago,3.416,0.0684,63.12,202.76,72.72,1167
Rusthawelia,3.175,0.1945,82.229,57.65,292.30,1171
Aneas,5.225,0.1061,118.020,354.37,50.81,1172
Anchises,5.283,0.1393,99.549,297.39,41.07,1173
Gonnessia,3.35,0.0337,91.98,229.98,253.35,1177
Rita,3.987,0.1555,97,74.62,205.85,1180
Turnera,3.023,0.1011,34.290,191.01,296.26,1186
Afra,2.639,0.2233,32.348,189.94,74.90,1187
Terentia,2.931,0.1119,59.246,57.91,95.41,1189
Alfaterna,2.896,0.0463,47.397,135.54,56.42,1191
Aletta,2.916,0.0905,41.358,134.42,244.22,1194
Sheba,2.652,0.1801,25.274,248.42,262.69,1196
Rhodesia,2.882,0.2340,47.741,244.72,277.07,1197
Geldonia,3.017,0.0319,30.395,265.04,291.40,1199
Imperatrix,3.066,0.1060,42.006,47.99,52.45,1200
Strenua,2.699,0.0388,35.825,131.94,166.11,1201
Marina,3.999,0.1676,54.93,183.12,307.54,1202
Nanna,2.885,0.2500,35.18,137.91,177.23,1203
Troilus,5.253,0.0925,100.477,304.66,295.44,1208
Pumma,3.171,0.1276,26.889,222.40,176.84,1209
Morosovia,3.009,0.0623,33.663,107.34,166.53,1210
Bressole,2.928,0.1599,45.809,63.44,211.21,1211
Francette,3.948,0.1898,76.387,123.87,348.16,1212
Algeria,3.138,0.1284,29.175,125.59,110.42,1213
Richilde,2.712,0.1171,36.668,200.24,32.73,1214
Tina,2.793,0.2504,25.781,51.01,59.86,1222
Geranium,3.217,0.1924,46.269,296.31,303.21,1227
Tilia,3.225,0.1664,27.795,196.03,166.68,1229
Cortusa,3.187,0.1372,36.367,92.41,340.96,1232
Kobresia,2.555,0.0566,33.323,144.39,333.84,1233
Genevieve,2.613,0.0765,39.81,181.34,307.14,1237
Centenaria,2.866,0.1760,63.035,326.52,24.04,1240
Dysona,3.19,0.1006,79.190,206.66,320.59,1241
Zambesia,2.737,0.1902,47.594,126.64,54.07,1242
Pamela,3.095,0.0463,69.883,99.33,52.17,1243
Deira,2.343,0.0982,31.799,55.47,260.87,1244
Calvinia,2.895,0.0832,29.751,338.95,207.07,1245
Memoria,3.131,0.1763,38.906,55.58,138.88,1247
Jugurtha,2.723,0.0161,28.468,256.62,341.78,1248
Erfordia,3.134,0.0305,51.540,106.73,240.38,1254
Schilowa,3.143,0.1743,33.669,300.03,133.32,1255
Normannia,3.896,0.0795,68.245,209.95,101.60,1256
Sicilia,3.184,0.0444,45.669,222.57,77.41,1258
Ogyalla,3.102,0.1268,36.111,22.35,150.31,1259
Legia,3.139,0.1784,32.576,341.84,104.17,1261
Sniadeckia,3.003,0.0044,71.011,274.57,161.91,1262
Varsavia,2.665,0.1884,49.29,216.61,287.14,1263
Letaba,2.866,0.1562,66.040,77.16,31.75,1264
Tone,3.356,0.0509,75.470,357.35,299.80,1266
Libya,3.98,0.1028,96.710,357.44,118.59,1268
Rollandia,3.9,0.0984,104.893,120.91,19.46,1269
Isergina,3.141,0.1208,47.524,81.50,271.99,1271
Cimbria,2.681,0.1673,27.622,142.12,197.92,1275
Ucclia,3.177,0.0909,36.499,299.34,337.97,1276
Dolores,2.7,0.2372,32.587,310.35,47.31,1277
Baillauda,3.428,0.0473,50.83,317.70,92.79,1280
Jeanne,2.557,0.2078,25.716,258.29,72.75,1281
Utopia,3.124,0.1219,57.702,311.75,77.79,1282
Komsomolia,3.18,0.2219,29.569,263.20,234.76,1283
Latvia,2.645,0.1719,41.128,130.17,115.38,1284
Julietta,2.994,0.0499,42.430,346.34,68.67,1285
Santa,2.886,0.0657,31.378,4.90,52.94,1288
Phryne,3.012,0.0958,27.418,330.96,118.73,1291
Antwerpia,2.687,0.2318,37.199,14.50,312.95,1294
Deflotte,3.39,0.1240,47.407,25.31,274.88,1295
Andree,2.417,0.1438,26.298,133.89,236.63,1296
Nocturna,3.129,0.1450,37.802,76.26,58.77,1298
Marcelle,2.782,0.0066,28.194,49.38,350.18,1300
Werra,3.111,0.1752,35.041,179.54,354.17,1302
Luthera,3.228,0.1035,81.685,109.50,100.77,1303
Arosa,3.197,0.1206,43.613,123.10,148.09,1304
Scythia,3.144,0.0964,66.780,62.81,141.56,1306
Halleria,2.908,0.0107,46.951,131.36,163.82,1308
Hyperborea,3.206,0.1492,57.570,207.61,244.50,1309
Vassar,3.097,0.2108,36.28,34.02,261.61,1312
Bronislawa,3.209,0.0746,64.863,225.06,21.45,1315
Disa,2.988,0.2054,25.651,346.50,316.29,1319
Impala,2.991,0.2290,37.331,335.29,206.06,1320
Majuba,2.938,0.1702,37.137,85.85,345.05,1321
Tugela,3.237,0.1478,78.295,144.63,137.76,1323
Losaka,2.667,0.2253,26.336,343.52,278.29,1326
Devota,3.501,0.1352,53.697,255.12,174.01,1328
Spiridonia,3.172,0.0746,68.417,23.95,3.79,1330
Solvejg,3.097,0.1905,36.824,75.57,184.53,1331
Marconia,3.06,0.1332,46.796,259.90,348.96,1332
Lundmarka,2.915,0.0932,27.621,243.48,129.30,1334
Gerarda,2.911,0.0996,40.875,214.83,202.26,1337
Yvette,3.183,0.1272,29.451,40.67,224.65,1340
Potomac,3.982,0.1812,72.976,155.73,332.83,1345
Patria,2.573,0.0669,32.40,295.79,201.18,1347
